
"",orTHOUGHTdox,Matthew A.,"No half measures.
","Everyone had a heart attack today ",Fri Jun 05 04:36:04 +0000 2015,1433478964661,606680865851228160,person,0.9600809637414194,major_illness,0.9548092611299105,other,0.9398259009011602
"",chickenwallabe,chicken,"
","Oh baby, light's on But your mom's not home I'm sick of laying down alone With this fever, fever, yeah",Wed Jun 10 10:35:50 +0000 2015,1433932550657,608583343408619520,person,0.8270641434552441,major_illness,0.8408483728518865,other,0.7035285287688844
"",Cbr_1k,Fran-Kelly;),"I Got A New Vision For All My Shit.
",i have serious question i have travel very far on camel to ask u basically i wanna know if u got a kik,Sun Jun 14 00:41:40 +0000 2015,1434242500661,609883367950061568,person,0.9999454404594748,major_illness,0.5407255486435026,other,0.5133763644267839
"",elyssa_ray5,Elyssa Ray,"And nothing matters more than than just to sit here at Your feet and worship You, Lord.                       rip V 6/17/15
",My goal this school year is to have the fight and joy against any obstacles I face like Vincent had against cancer. He was fearless&strong.,Thu Jun 18 05:24:26 +0000 2015,1434605066662,611404079978250241,person,0.9892872674807518,major_illness,0.49993768376640657,other,0.8168340007338649
"",TheMatthewHawks,Matthew,"17. Music. Coffee.
",I had a mini heart attack because I thought bieber followed me but it was just a fan acc lmao,Wed Jun 24 05:51:11 +0000 2015,1435125071661,613585139025645568,person,0.9959336020171259,major_illness,0.4879140792454673,other,0.6448651525950825
"",TommoShoe,Sam,"Seventeen.  Professional fangirl coffee drinker
",I just had a mini heart attack from this news omg,Wed Jul 01 16:59:27 +0000 2015,1435769967660,616290028893904896,person,0.9822249087227789,major_illness,0.5515754894232432,other,0.9250530718914904
"",Imm0rtalRage,Jenna H.-Winchester,"{#OC #RP21} I'm @ImmortalBadass's immortal little sister. I'm a Time Agent, and #married to my @DeanieBoyy. Also back with Torchwood. ||DMs by invite only!||
","""That's the fucking point, Dean! He got /you/. He got what he wanted by using your family. Don't you GET IT?!"" She had yelled -",Fri Jul 10 23:50:30 +0000 2015,1436572230663,619654963816452098,person,0.9999633224875095,major_illness,0.4867618329914208,other,0.9999945264405725
"",Engrugger,The Bear,"I was once in Bruce Dickinson's Wrathchild video. its been downhill ever since. kaap Staad
","How sick do you have to be to pretend Iranian acid attack is Gaza? ",Mon Jul 13 19:39:55 +0000 2015,1436816395662,620679066048446464,person,0.8794867688952239,major_illness,0.5025557964205916,other,0.9201479610568565
"",yvanejane,Yvane Fancubit,"visible in my own bubble
",idrc if your daughter's sick or you're sick or whatever,Wed Jul 15 04:17:34 +0000 2015,1436933854661,621171724797677569,person,0.9198976261653576,major_illness,0.5361364095204773,other,0.9437395001384399
"",anarcho7,Subversive Soul,"Voluntaryist. Peaceful Parent. Free Markets. Rothbard, Spooner, Mises. I believe in liberty without saying but.
","Cancer exits too. Do you wish to make Cancer ""better""?  ",Sat Jul 18 13:35:44 +0000 2015,1437226544660,622399355631366145,person,0.9574279372182485,major_illness,0.7684005417836424,other,0.9471709721083179
"",WozniakBatman,Andy Wozniak,"
","I'm sick of his whoring to Oilcity, I'm sick of jealousy towards Batfleck and he needs to keep his mouth shut",Wed Jul 22 23:08:05 +0000 2015,1437606485660,623992943687389188,person,0.9964867587325011,major_illness,0.9953690834061139,other,0.9900625408540663
"",antibeschocdrop,@antibeschocdrop,"Widow, mum of 2 mother-in-law to 1 and grandmother to 2 perfect little people.
",My husband was looked after at Wythenshawe when he had rare cancer couldn't have been better looked after anywhere else,Thu Jul 23 07:19:40 +0000 2015,1437635980658,624116654675468288,person,0.975040218418409,major_illness,0.9229217503078518,other,0.986640605890486
"",RKMCPHERSON2014,RACQUEL MCPHERSON,"Candidate for Governor of N.Y.S 2018. The Justice System is broken. It will remain, so, as long as we keep electing corrupt leaders like Cuomo to Public Office.
","Great woman  bff takes in her bff 4 children after she passes away from cancer.  ",Thu Jul 23 14:14:39 +0000 2015,1437660879657,624221088646590464,person,0.9563043071315043,major_illness,0.49566383638401,other,0.9997282540798522
