
"",HolidayHeadqtrs,Cupid's Arrow,"#Holiday #Shopping #Deals #Gifts #Toys  #Giftideas #Bonanza #Ebay #Etsy #Amazon #Online #SocialMedia https://www.facebook.com/ShaneandPhyllis
","#Holiday #Travel Magnificent Mile - River North Area, Chicago, IL - 4 stars - $67 per night  #Hotels #Flights",Mon Feb 01 07:42:15 +0000 2016,1454312535660,694063196026441729,person,0.775751831832288,major_trip,0.9179417843882616,other,0.9350744054653863
"",vinaylohia82,Vinay Lohia,"Social Media Geek | Financial Consultant | Technology Freak | Twitter Addict |  Food Addict | Love Travelling | Believes in Spreading smiles :)
",This is the 1st 360 video in the travel category by   : #GhoomKeDekho,Mon Feb 01 08:26:00 +0000 2016,1454315160662,694074206082846720,person,0.8582247671539891,major_trip,0.6684476024887196,other,0.866555056804861
"",aveagudun,eileen mayall,"Love my family, music,Cliff,Queen, Alfie Boe and lots more . Big Man city fan too can be a bit vocal on them!
","Read more on what happened #OnThisDay throughout #MCFC history... Time travel:  ",Mon Feb 01 09:21:08 +0000 2016,1454318468664,694088080848982016,person,0.9832377741712345,major_trip,0.5716481008105557,other,0.8216554054798536
"",SaltyBearr,Jun,"I love cuddles
","$2 for a trip. Smrt why ;-; ",Mon Feb 01 12:09:38 +0000 2016,1454328578657,694130485233057792,person,0.8596468093472677,major_trip,0.8500844340863034,other,0.8413320742033075
"",ryleyherrington,Ryley Herrington,"Husband. iOS Developer. Climber. Skier. Self-proclaimed cider and beer expert in the NW.
","Nice start to the trip! #sfBound ",Mon Feb 01 14:30:57 +0000 2016,1454337057662,694166048757514240,person,0.7013713607236858,major_trip,0.7743904113598222,other,0.5758542261692923
"",DeclanWrites,Declan Brennan,"28. Irish. Writer. Foundation level Twitter user. Will write for money.
","On Feb 6/7th ""From Sea to Sea"" will be available as a #Free download Link:  #Canada #Travel #Ebook #Giveaway",Mon Feb 01 16:06:27 +0000 2016,1454342787663,694190082123808768,person,0.6014321575703878,major_trip,0.9134539513667059,other,0.809938866598146
"",theduckbrand,Duck Brand,"Manufacturer and marketer of Duck Tape brand duct tape. Get the Duck to Do It!
","January is over! Have you stuck with your New Years Resolution? Is it to travel? Save? Craft more? Tell us! ",Mon Feb 01 22:55:37 +0000 2016,1454367337660,694293052274425860,person,0.6483240179331818,major_trip,0.5920844673091905,other,0.9782584713867122
"",wandering_vivek,Vivek Prashar,"I would rather own little and see the world than own the world and see little of it.
","These #fairytale #locations will leave you #stunned. #travel #wanderlust #venice #paris ",Tue Feb 02 05:15:23 +0000 2016,1454390123666,694388623710486528,person,0.5936934760065916,major_trip,0.9992664371945176,other,0.8630561857135104
"",BoatingVibe,Boats!,"Everything about the boating life!
","Planning a beach trip? Check out the top beaches in the world...  #beach #ilovethebeach ",Tue Feb 02 05:53:57 +0000 2016,1454392437658,694398329296416768,person,0.5352226127579379,major_trip,0.9839148102193018,other,0.8477234851589472
"",JobsinMadison1,Jobs in Madison,"Tweets with latest #Jobs #Offers in #Madison !!
","#Madison #Job PSYCH RN Travel Job in TX - Trinity Healthcare Staffing Group (Madison, WI): Job Description:Job... ",Wed Feb 03 08:12:09 +0000 2016,1454487129657,694795496326475776,person,0.9011537523957951,major_trip,0.7224229505958462,other,0.9815798892214648
